ad_id,ad_name,adgroup_name,adgroup_id,campaign_id,campaign_name,spend_90d
1863824367885441,"Slowly turning our new home into a cozy, elevated space, one piece at a time. These cream colored bar stools from @Wayfair brought our kitchen together in the softest way 🤍 #homedecor #diningchairs #decoratewithme #wayfair",Spark_Stools_Broad,1845523751867410,1845522176114754,Evergreen VSA Broad Web,28111.42
1848804027054209,The dining set at my new place came out sooooo good! #homedecor @Wayfair #lachiccouture,Spark_Tables_Broad,1845523804088658,1845522176114754,Evergreen VSA Broad Web,27692.01
1857586270877906,& it’s on sale!!!! 🤎 linked in my bio!! @Wayfair #interiordesign #homedecor,Spark_Sideboard_Broad,1845523675693186,1845522176114754,Evergreen VSA Broad Web,27361.89
1864472487983506,8 months later and we STILL love this couch!! 🤩☁️ 🔗 for this couch is in my b i o  #wayfair #wayfaircreator #sectional #wayfairfinds @Wayfair,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,26339.53
1858112130173041,"I’ve been trying to find the right shoe cabinet for my entryway because shoes laying around on the ground was starting to make me mad. I finally found the perfect one on @Wayfair Canada and it turned out so much better than I could’ve ever imagined. Seriously, it changes the look of your hallways instantly. It doesn’t fit many shoes, but for a single guy it works.  #homeorganization #storagehacks #interiordesign #organizedhome #homeimprovement",Spark_ShoeStorage_Broad,1845523647532082,1845522176114754,Evergreen VSA Broad Web,25441.04
1868256426875586,"A dresser can completely change the feel of a room, and this one did exactly that 🤎✨ I love the warm oak finish, rounded corners, and beautiful gold hardware. It adds so much style while giving me plenty of storage to keep everything organized. Definitely one of my favorite bedroom upgrades lately! Comment SHOP for links. 🤍 #WayfairElevate #WayfairCreator #ad #wayfair #ad @wayfair https://liketk.it/6fXfe_wcp_lifeinwaheaven_dresser_broad",Spark_Dresser_Broad,1845523018575154,1845522176114754,Evergreen VSA Broad Web,25355.56
1857493267655986,The house was all quiet when the sale packages started to arrive…as the tale goes.   @Wayfair  🔗 in my LTK.  #homefinds #livingroom  #classichome #wayfairfinds #cozyhome,Spark_Chairs_Broad,1845522371045474,1845522176114754,Evergreen VSA Broad Web,25272.33
1860755150534690,"@Wayfair I am in LOVE!!!! I cannot believe how easy it was to put this together. If I can do it, anyone can do it🤣  #wayfairfinds #couch #furniture #apartmentdecor #newhome",Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,24804.18
1850242684527634,Sensational 🥰 couch linked in biooo @Wayfair #wayfair #wayfairelevate #wayfaircreator #livingroom #cloudcouch,Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,24473.53
1856134226717778,style my TV console with me #homedecor #tvconsole #wayfaircreator,Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,24297.66
1856120117911586,A year later and we still love our @Wayfair Sectional! #wayfairfinds #apartmentfinds #wayfaircouch #fyp,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,23548.67
1852256682475602,I will never stop talking about my @Wayfair couch. I spent a lot of time and research to pick this out because I wanted to create a living room I actually wanted to be in. So glad I went with this purchase. #wayfair #ad #wayfaircreator #creatorsearchinsight #TikTokCreatorSearchInsightsIncentive,Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,22560.41
1854508101905601,"Loving my new Mercer41 rechargeable LED sconces from @Wayfair ✨ Easy install, perfect vibe. . . . . #wayfair #wayfairfinds #homedecor #blackfridaydeals #wallsconces",Spark_Lighting_Broad,1845523271349393,1845522176114754,Evergreen VSA Broad Web,22558.11
1856846773221378,Cozy vibes with wayfair products✨ 3 months of no regrets ✨ @Wayfair  #cozyhome #wayfairfinds #wayfairaffiliate #paratii #aesthetichomedecor,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,22008.68
1858041513840962,I stopped using those kitchen mat sets and switched to one long runner instead… and I’ll never go back 😍 From @Wayfair - linked in my bio #wayfair #wayfaircreator #kitchendecor #apartmentdecor #homestyling,Spark_Rugs_Broad,1845523570298946,1845522176114754,Evergreen VSA Broad Web,21715.69
1863825106825329,Obbsessed with these barstools from @Wayfair !! ✨ Linked in my bio! #apartmentdinspo #kitchen #counterstools #wayfair #wayfairfinds,Spark_Stools_Broad,1845523751867410,1845522176114754,Evergreen VSA Broad Web,21678.11
1849867209521234,final touches to the bedroom 🤍🌿✔️ #dresser #bedroom #wayfair #decor #furniture @Wayfair 7 drawers dresser,Spark_Dresser_Broad,1845523018575154,1845522176114754,Evergreen VSA Broad Web,21227.19
1858671332727809,it’s even better at night! @Wayfair #ad #sponsoredbywayfair #linkinbio #decor,Spark_lighting_Broad_2,1851727732828481,1845522176114754,Evergreen VSA Broad Web,21190.74
1859841369126225,Best purchase we have ever made for our home ☁️ @Wayfair #cloudcouch #wayfair #couch #kidfriendly #petfriendly #momtok #furniture #cloudcouchdupe #wayfairfinds #momsoftiktok #relatablemomcontent #dreamcouch,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,20966.59
1867451895041170,I’m so excited!! I love it!! And it arrived assembled!! @Wayfair @wayfairprofessional #newfurniture #wayfairfinds #fypシ #entrywaydecor #homedecorinspo _search_beachcrest_painswick_endtable_broad,Spark_Tables_Broad,1845523804088658,1845522176114754,Evergreen VSA Broad Web,20911.03
1855669871048833,in love with these barstools from @Wayfair 🥰 so cute and chic 😭 the velvet is everything 😍🖤  #wayfairfinds #wayfair #homedecor #barstools,Spark_Stools_Broad,1845523751867410,1845522176114754,Evergreen VSA Broad Web,20258.13
1857301426327794,So impressed with this bed from Wayfair! Linked in my bio on my LTK 🤍 #homedecor #homeinspo #affordablefurniture #bedroom #anaupholsteredwingback @Wayfair,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,19903.53
1857387383052353,We’re no longer tripping over shoes in 2026. Check out my Wayfair Storefront for direct link to these finds. Link in bio  @Wayfair #wayfaircreator,Spark_ShoeStorage_Broad,1845523647532082,1845522176114754,Evergreen VSA Broad Web,19850.89
1848804030933025,The perfect coffee table from @Wayfair. https://creatoriq.cc/42Cq9uX #ad #wayfair #wayfairfinds #wayfaircreator #fyp,Spark_Tables_Broad,1845523804088658,1845522176114754,Evergreen VSA Broad Web,19835.2
1858567561247921,"If these accent chairs survive 3 dogs and only took 2 minutes to assembe, I’m sold! Wayfair Verified = easy assembly + real life durability @Wayfair #fyp #wayfair #wayfairpartner #wayfaircreator #accentchair",Spark_Verified_Broad,1851727769933986,1845522176114754,Evergreen VSA Broad Web,19219.67
1849881713375233,"This Arched Modular Console from @wayfair is a total showstopper. The wait was worth it!!! . . . I'm absolutely in awe of how sleek and aesthetically pleasing this piece is. It's giving custom-built TV wall energy can't wait to style it with accessories. Comment ""console table"" for links to shop. #wayfairhome  #tvconsole #wayfair #homedecor #hometok",Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,18280.8
1857668568989714,My cozy reading chair🤍   🔗’d in bio💓@Wayfair #wayfair #wayfairfinds #readingchair #oversizedchair #wayfaircreator,Spark_Chaise_Broad,1845522335696993,1845522176114754,Evergreen VSA Broad Web,17567.15
1864451257774673,My stunning console from @Wayfair is ready for Spring. 🦢 Lahey 93” solid wood console table ✨ #wayfairfinds #wayfairfurniture #wayfaircreator #wayfair #wayfairfind,Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,16958.24
1863102870179889,"#ad LINK IN BIO!!! I’m so happy every time I enter now 🥹🚪👟#Wayfair, #WayfairCreator @Wayfair",Spark_ShoeStorage_Broad,1845523647532082,1845522176114754,Evergreen VSA Broad Web,16733.24
1859395954083858,Oversized mirrors >> art work • • • • • • • • •  #Wayfaircreator #wayfair @wayfair #mirror #homeimprovement,Spark_Mirrors_Broad_2,1851727743997025,1845522176114754,Evergreen VSA Broad Web,16597.99
1850961936313489,I love this couch so much! #wayfair #couch #homefinds #wayfaircouch @Wayfair,Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,16489.42
1860745725081650,"This upholstered wingback bed from @Wayfair is such a beautiful neutral piece 🤍 The linen texture gives it that elevated European look I love, and it instantly makes the whole bedroom feel more high-end. Sharing it because it’s currently on clearance! Linked on my LTK. #Wayfair #WayfairCreator #WayfairFinds #BedroomInspo #NeutralHome",Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,16305.57
1863815672723489,"The most asked about chairs in our home! I adore these chairs and love the traditional, tailored look. The color is “beige” and they are the most gorgeous creamy white in person! Linked in my ShopMy🤍 @Wayfair #upholsteredchair #livingroom #interiordesign #traditionalhome #homedecorating",Spark_Chairs_Broad,1845522371045474,1845522176114754,Evergreen VSA Broad Web,16179.23
1845524117229586,#viral #fluffy #chaise #comecleanwithme #cleantok #clean #fyp #howto,Spark_Chaise_Broad,1845522335696993,1845522176114754,Evergreen VSA Broad Web,15739.82
1871450379905090,Movie night went hard with the ottoman bed 🙂‍↕️🙂‍↕️ #wayfair #sectional #wayfairsectional @Wayfair _search_bri_yarbs_couches_broad_LF,Spark_Couches_Broad_2_LF,1871339910950129,1871338571302274,Evergreen VSA Broad Web LF,15723.36
1848419023800545,Replying to @Braids @Wayfair dayum sectional,Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,15261.77
1847893646882882,✨The sweetest little touch for my daughter’s room 💕 This pink nightstand is giving princess dreams and keeps all her bedtime favorites close by 👑🌸 Click the link in my bio to purchase! 💖 @Wayfair  #Wayfair #WayfairCreator #wayfairelevate #ad #wayfairfinds,Spark_BedroomFurniture_Broad,1845522581635297,1845522176114754,Evergreen VSA Broad Web,15189.89
1845524395520082,Love the design of this dresser — so minimal and sleek! 🤍 Comment if you want the link! @Wayfair #dresser #wayfairfind #bedroomdecor #moderndresser #affordabledresser #blackdresser #bedroominspo #modernhomedecor #furniture #interiordesign #minimaldecor #storage #organization #wayfairfurniture #apartmentseries,Spark_Dresser_Broad,1845523018575154,1845522176114754,Evergreen VSA Broad Web,15117.6
1859575642807426,"My last rug was too colorful and busy, my brain couldn’t handle 😆 I searched and searched and found THE one. The perfect oatmeal, neutral rug that hides all the things and has amazing texture. I’m obsessed to say the least. #rugs #wayfair #wayfairpartner #wayfaircreator #wayfairelevate @Wayfair",Spark_Rugs_Broad,1845523570298946,1845522176114754,Evergreen VSA Broad Web,14962.22
1845524347095153,Click link in bio to shop Wayfair Bathroom Cabinet! #wayfair #wayfaircreator @Wayfair #homedecor #bathroomorganization #apartmentdecor,Spark_Bathroom_Broad,1845522878358657,1845522176114754,Evergreen VSA Broad Web,14672.22
1854851486926881,Replying to @Britt 🤍 here are the rug details! Rug is from @Wayfair ! #homedesign #interiordesign #rugs #homeinspo #home,Spark_Rugs_Broad,1845523570298946,1845522176114754,Evergreen VSA Broad Web,14429.12
1858033422395442,Spa bathroom 🙌 everything in this video is linked in bio from @Wayfair  #spabathroom #bathroom #Home #bathroomremodel #wayfair,Spark_Bathroom_Broad,1845522878358657,1845522176114754,Evergreen VSA Broad Web,14317.73
1860668904642753,"Can’t over this dresser in my girls room from @Wayfair, the prettiest wood tone 😍 Checkout my wayfair storefront in my bio for link  #wayfair #wayfaircreator #wayfairelevate #ad",Spark_Dresser_Broad,1845523018575154,1845522176114754,Evergreen VSA Broad Web,14033.9
1851967797544098,Replying to @mellymellsx   #apartmenttour #apartmentdecor #homefinds @Wayfair #wayfairfinds,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,13203.14
1856768477919249,SO beyond happy with these beautiful chairs!!!! Up next: dining table 😍🤎 #homefinds #cozyhome #cozyhomeaesthetic #cozyhomefinds #homeessentials @Wayfair,Spark_Chairs_Broad,1845522371045474,1845522176114754,Evergreen VSA Broad Web,12895.4
1864471752955089,"Replying to @Mangwi Emilda, RN for reference I am 5’8 tall. It’s the Tolzman sectional sofa on wayfair @Wayfair #sectional #dreamcouch #mostcomfortablecouch #fyp #wayfairfinds",Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,12333.51
1855770126058609,"The perfect shoe storage cabinet, fits up to 24 pairs of shoes (including your boyfriend’s sneakers) 👟  @Wayfair 🤎 Find this on my LTK, link in bio ✨ #shoestorage #entryway #apartmenttour #interiordesign #fyp",Spark_ShoeStorage_Broad,1845523647532082,1845522176114754,Evergreen VSA Broad Web,12024.45
1863748363142370,& the queen is only $300! One of my favorite wayfair finds! 🫶🏻 #homedecor #homeinspo #bedroom #furniture #affordabledecor,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,11843.18
1853589071276466,"#advertising  Wayfair mirrors for the win ✨ Still in love with this project we worked on this year. We had the vision of creating a hallway of mirrors, and Wayfair had exactly what we needed. One of my favorite transformations to date. #Wayfair #mirror #hallwaydecor #hallwaydesign      @Wayfair",Spark_Mirrors_Broad,1845523389219042,1845522176114754,Evergreen VSA Broad Web,11794.15
1856217761162289,my new favorite @wayfair find 🤎  started 2026 by decluttering - organized all my skincare in this distressed wooden wall-mounted cabinet 🫶🏼  🤎 what do you guys think?!  DIRECT LINK: https://liketk.it/5Mnjp Linked lots of other home organization and decluttering finds.  #wayfair   #wayfairfinds #homedecor #organization #skintok,Spark_Bathroom_Broad,1845522878358657,1845522176114754,Evergreen VSA Broad Web,11763.02
1854137443862609,i love these barstools so much from @Wayfair 🥹😍😍 the barbie pink i wanted 💕 #ad #wayfaircreator #wayfair #wayfairelevate #barstools,Spark_Stools_Broad,1845523751867410,1845522176114754,Evergreen VSA Broad Web,11723.4
1851612303861906,still loving these @Wayfair media stands! #wayfair #wayfaircreator #organicmodern #neutralaesthetic #neutralhomedecor #traditionalhome #interiordesign  #neutralhome #Itkhome #amazonmusthaves #livingroomdecor,Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,11621.52
1855028704169170,"I’ve been so impressed with this wood console from Wayfair. It looks like something you’d find at Pottery Barn, but the price is so much better — and the quality in person is amazing. It’s solid, sturdy, and such a timeless piece for any space. Comment SHOP for the link + follow for more affordable home finds! @Wayfair  #wayfair #wayfairelevate #consoletable #consoletabledecor #consoletablestyling",Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,11615.03
1851243860487265,"#ad ✨ I swear this oversized arched mirror transformed my whole bedroom 😍 It makes the space look bigger, brighter, and SO aesthetic. If you’ve been wanting that luxury look without the luxury price… this is your sign. 🤍 @Wayfair  Click the link in my bio to shop it + all my fave Wayfair finds on my storefront! ✨ #wayfair #wayfaircreator #wayfairelevate #fyp",Spark_Mirrors_Broad,1845523389219042,1845522176114754,Evergreen VSA Broad Web,11613.89
1857301029147937,Replying to @SOUTHERNBOUJIEECHIC Find the 🔗 to this bed at the 🔝 or use this: https://creatorlink.shop/4qj83Hj @Wayfair  #wayfair #wayfairfurniture #bedding #beds,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,11529.11
1871342278774082,my literal dream couch 🥰☁️✨  couch 🔗 is in my b i o !!! #wayfair #cloudcouch #sectional #momof3 #wayfaircreator  @Wayfair _latituderun_cloud_couch_broad_LF,Spark_Couches_Broad_LF,1871339896643714,1871338571302274,Evergreen VSA Broad Web LF,11229.11
1871342306656354,Final reveal of my living room plus dining area NYCHA  remodel @Wendy Ortiz _search_latituderun_nyerere_couch_broad_LF,Spark_Couches_Broad_LF,1871339896643714,1871338571302274,Evergreen VSA Broad Web LF,11168.75
1849335010348225,"Still loving my white kitchen, but this fixture gives it that warm, lived-in feel. Wayfair comes through again! #thetidytrendy #wayfaircreator #wayfairelevate #ad #wayfair  @Wayfair",Spark_Lighting_Broad,1845523271349393,1845522176114754,Evergreen VSA Broad Web,11075.45
1868268407210066,I’m such an “eat at the table” kind of girl and it’s been too long without one!! barstools + island are @Wayfair #WayfairCreator #Wayfair #apartmentdecor #homeimprovement #homedecor _wcp_graciefriedl_upgradedbarstools_broad,Spark_Stools_Broad,1845523751867410,1845522176114754,Evergreen VSA Broad Web,10924.68
1850414185577570,it’s perfect 💘 #vanity #decor #sos #fyppppppppppppppppppppppp,Spark_MakeupVanities_Broad_2,1845522212311074,1845522176114754,Evergreen VSA Broad Web,10780.93
1865913631586402,"Just a backyard, burgers, and the people you love🤍🍔✨ Nothing fancy…just good food on the grill, kids wanting to hang out with us, music playing in the background, and slowing down together out on the lanai.  These are the kinds of nights I know we’ll remember forever. We’ve completely transformed our outdoor space with pieces from Wayfair and it’s officially become the heart of our summer hosting season 🇺🇸☀️ #WayfairPartner #Wayfair #BackyardVibes #OutdoorFurniture #FloridaLiving",GTM_AmericanSummer_vsa,1851726852802577,1845522176114754,Evergreen VSA Broad Web,10715.28
1860570206231586,A @Wayfair find 😍 “Presque TV stand in satin walnut” #homedecor #furnitureshopping #wayfairfinds #wayfairfurniture #apartmentdecor,Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,10688.83
1849067058412625,My NEW VANITYYY🎀🥹so excited for the grwmm videos!!!#makeupvanity #DIY #buildwithme #vanitytable @wayfairprofessional,Spark_MakeupVanities_Broad_2,1845522212311074,1845522176114754,Evergreen VSA Broad Web,10571.18
1866466516051234,"😍 This couch instantly upgraded my space  🤍 I love the neutral color and modern vibe — exactly what I was looking for @Wayfair 🖇️ Mahwah 98"" Chenille Square Arm Sofa L-Shape Convertible Sectional Couches Sofas with Storage Chaise By Latitude Run #wayfair #wayfaircreator #home #livingroom #couch",Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,10499.77
1854214793094786,So glad I got this bed 🤍 @Wayfair  #fyp #explore #trending #content,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,10229.57
1867448967259553,I’m not gonna lie I like it ☺️😜🙌 #convertibletable #billards #pooltable #datenight #wayfair _search_americanlegend_hampton_3in1_table_broad,Spark_Tables_Broad,1845523804088658,1845522176114754,Evergreen VSA Broad Web,10153.42
1848538156800001,"Simple. Soft. Perfect 🔥😍 @Wayfair ,Your dream girl bed! 🎀. Click the 🔗 in my bio to purchase! 🤭  #fireplacebed #bedroomideas #bedroomdecor #decor #blackgirlluxury #headboard #bedroomfurniture #homefurniture #homedecor #luxuryhome #luxuryliving #asthetic #wayfair #wayfaircreator #bedroominspo",Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,10042.13
1867447736293649,"✨Linked in Bio ✨$4,200 vs $237!  Found an Arhaus entryway table dupe that’s REAL wood and gives the same high-end look on @Wayfair for less. Mom budget approved! #arhausdupe #entrywaytable #consoletable #budgetdecor #luxuryforless  _search_millwoodpines_63_solidwood_console_table_broad",Spark_TVConsoles_Broad,1845523953643697,1845522176114754,Evergreen VSA Broad Web,10040.28
1856853817499729,my new vanity from @Wayfair so tea 🤍✨ 💋 #fyp #makeup #vanitytour #viral,Spark_MakeupVanities_Broad_2,1845522212311074,1845522176114754,Evergreen VSA Broad Web,9942.67
1871342306654242,the coziest couch☁️✨   🔗 in bio @Wayfair #wayfair #cloudcouch #modularsofa #wayfairfinds #cozyhome _search_latituderun_nyerere_couch_broad_LF,Spark_Couches_Broad_LF,1871339896643714,1871338571302274,Evergreen VSA Broad Web LF,9921.04
1860664889024545,THE perfect office desk from @Wayfair 🤍,Spark_Desks_Broad,1845522726365202,1845522176114754,Evergreen VSA Broad Web,9886.11
1863843316860081,loving my new vanity set up ☺️ #makeupvanity #fyp #vanityorganization #makeup,Spark_MakeupVanities_Broad,1851727743997041,1845522176114754,Evergreen VSA Broad Web,9814.6
1871341672156290,"A dresser can completely change the feel of a room, and this one did exactly that 🤎✨ I love the warm oak finish, rounded corners, and beautiful gold hardware. It adds so much style while giving me plenty of storage to keep everything organized. Definitely one of my favorite bedroom upgrades lately! Comment SHOP for links. 🤍 #WayfairElevate #WayfairCreator #ad #wayfair #ad @wayfair https://liketk.it/6fXfe_wcp_lifeinwaheaven_dresser_broad_LF",Spark_Dresser_Broad_LF,1871339919032417,1871338571302274,Evergreen VSA Broad Web LF,9676.14
1853223869078545,I put my @Wayfair Tolzmann couch together 😝  #wayfair #newapartment #newcouch,Spark_Couches_Broad_2,1848415167854594,1845522176114754,Evergreen VSA Broad Web,9675.36
1857402785146114,"Vacation energy, but make it home ☀️ Woven pendant lights from @Wayfair =  instant coastal calm 🤍 🛒 Shop link in bio → Linktree → shop my LTK #wayfairfinds #wayfair #lighting #pendant #lights",Spark_lighting_Broad_2,1851727732828481,1845522176114754,Evergreen VSA Broad Web,9675.36
1845524273187890,Still my favorite Wayfair purchase and top seller month after month!  Links are in my LTK!! #upholsteredbed #neutralbedroom #organicmodern #bedroomstyle #wayfairfinds #neutralhome,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,9465.33
1863751839242290,best wayfair purchase ever  #couch #homeinspo #wayfair #affordable #sofa,Spark_Couches_Broad,1845521829995602,1845522176114754,Evergreen VSA Broad Web,8901.91
1871342334543089,"Luxe 108"" Corduroy Sectional  Wayfair guys! I’m in love  #wayfair #couch #fypシ゚viral🖤tiktok☆♡🦋myvideo #fypシ゚viral #sectional #corduroysectional #imnotgoinganywhere #fypシ _search_luxe108_corduroy_sectional_broad_LF",Spark_Couches_Broad_LF,1871339896643714,1871338571302274,Evergreen VSA Broad Web LF,8823.95
1850976757315714,@Wayfair is the best 🫶🏻  #WayfairElevate #WayfairCreator #ad #Wayfair,Spark_Kitchen_Broad,1845523218699345,1845522176114754,Evergreen VSA Broad Web,8792.71
1871342448682194,The Scarlet dresser from @Wayfair is one of my favorite neutral furniture pieces 🤎 The warm wood tone and classic design make it so easy to style… and right now it’s on sale! 🔗 in my Linktree. #w#wayfairw#wayfairfindsn#neutralhomeh#homeinspodresser _search_charltonhome_scarlett_collection_dresser_broad_LF,Spark_Dresser_Broad_LF,1871339919032417,1871338571302274,Evergreen VSA Broad Web LF,8750.87
1854220030856209,This modern accent chair from @Wayfair gave my living room the comfort + style it was missing Minimal and cozy. #wayfairfinds #wayfair #homedecor #livingroominspo #accentchair,Spark_Chairs_Broad,1845522371045474,1845522176114754,Evergreen VSA Broad Web,8675.72
1856761576853889,Staying true to my neutral loving self 😍 @Wayfair #neutralbedroom #neutralbedroominspo #wayfairfinds,Spark_Bed_Broad,1845522569316737,1845522176114754,Evergreen VSA Broad Web,8491.53
1863100479749121,obsessed with this buffet cabinet from @Wayfair #homedecor #decor #tvstand #homeimprovement #housetour,Spark_Sideboard_Broad,1845523675693186,1845522176114754,Evergreen VSA Broad Web,8481.4
1863842782697521,@Wayfair Shell vanity light perfect for your new bathroom! So so easy to install and assemble💡🐚 link in bio!!!##fyp##wayfairfinds##sponsored##homedecor,Spark_lighting_Broad_2,1851727732828481,1845522176114754,Evergreen VSA Broad Web,8456.31
